#       k             kp                 V11                    V12                    V21                    V22          
   14.938727      13.534343        -5.023377e-17          -1.913038e-17          -2.104822e-17          -8.815317e-18     
   14.938727      13.732162        -6.052516e-15          -2.296516e-15          -2.925837e-15          -1.213578e-15     
   14.938727      13.917225        -5.149408e-13          -1.953363e-13          -2.875574e-13          -1.151777e-13     
   14.938727      14.089032        -4.204563e-11          -1.580402e-11          -2.363609e-11          -9.492237e-12     
   14.938727      14.247120        -3.577480e-09          -1.291394e-09          -1.755364e-09          -7.936826e-10     
   14.938727      14.391062        -2.178541e-07          -7.720443e-08          -9.946451e-08          -4.811811e-08     
   14.938727      14.520471        -4.308139e-06          -2.425598e-06          -3.425785e-06          7.506691e-07      
   14.938727      14.634998        3.372985e-04           4.010186e-05           6.755040e-06           2.331533e-04      
   14.938727      14.734334        8.197675e-03           1.656640e-03           1.338241e-03           4.325225e-03      
   14.938727      14.818211        4.549688e-02           1.041843e-02           9.566972e-03           2.129319e-02      
   14.938727      14.886403        1.033992e-01           2.530578e-02           2.455782e-02           4.422779e-02      
   14.938727      14.938727        1.385510e-01           3.537007e-02           3.537007e-02           5.509564e-02      
   14.938727      14.975043        1.431637e-01           3.752467e-02           3.816098e-02           5.393233e-02      
   14.938727      14.995261        1.372713e-01           3.648047e-02           3.740748e-02           5.010775e-02      
   14.975043      0.001185         1.133080e-09           6.028265e-17           4.153592e-10           2.209837e-17      
   14.975043      0.006239         1.139118e-09           1.764514e-15           4.175724e-10           6.468338e-16      
   14.975043      0.015318         1.170189e-09           1.353096e-14           4.289623e-10           4.960155e-15      
   14.975043      0.028399         1.258005e-09           7.482431e-14           4.611537e-10           2.742887e-14      
   14.975043      0.045447         1.434179e-09           3.414937e-13           5.257346e-10           1.251834e-13      
   14.975043      0.066417         1.707418e-09           1.249789e-12           6.258973e-10           4.581424e-13      
   14.975043      0.091251         2.027338e-09           3.635499e-12           7.431720e-10           1.332685e-12      
   14.975043      0.119882         2.268140e-09           8.435283e-12           8.314440e-10           3.092167e-12      
   14.975043      0.152235         2.270721e-09           1.576870e-11           8.323900e-10           5.780416e-12      
   14.975043      0.188220         1.953318e-09           2.372900e-11           7.160378e-10           8.698465e-12      
   14.975043      0.227742         1.407008e-09           2.902554e-11           5.157742e-10           1.064005e-11      
   14.975043      0.270694         8.502566e-10           2.944000e-11           3.116831e-10           1.079198e-11      
   14.975043      0.316959         4.566837e-10           2.609925e-11           1.674091e-10           9.567345e-12      
   14.975043      0.366414         2.478919e-10           2.188406e-11           9.087119e-11           8.022164e-12      
   14.975043      0.418925         1.521555e-10           1.861814e-11           5.577658e-11           6.824964e-12      
   14.975043      0.474351         1.047344e-10           1.639405e-11           3.839317e-11           6.009670e-12      
   14.975043      0.532541         7.640096e-11           1.475231e-11           2.800682e-11           5.407851e-12      
   14.975043      0.593339         5.732777e-11           1.339087e-11           2.101505e-11           4.908781e-12      
   14.975043      0.656582         4.377301e-11           1.218248e-11           1.604619e-11           4.465815e-12      
   14.975043      0.722098         3.383122e-11           1.107495e-11           1.240177e-11           4.059824e-12      
   14.975043      0.789711         2.637181e-11           1.004495e-11           9.667320e-12           3.682251e-12      
   14.975043      0.859239         2.067602e-11           9.081440e-12           7.579372e-12           3.329051e-12      
   14.975043      0.930495         1.626616e-11           8.178871e-12           5.962819e-12           2.998191e-12      
   14.975043      1.003286         1.281417e-11           7.334085e-12           4.697397e-12           2.688512e-12      
   14.975043      1.077416         1.008879e-11           6.544891e-12           3.698331e-12           2.399212e-12      
   14.975043      1.152685         7.923462e-12           5.809486e-12           2.904570e-12           2.129629e-12      
   14.975043      1.228890         6.196013e-12           5.126260e-12           2.271324e-12           1.879174e-12      
   14.975043      1.305826         4.815254e-12           4.493778e-12           1.765168e-12           1.647320e-12      
   14.975043      1.383286         3.711991e-12           3.910800e-12           1.360736e-12           1.433613e-12      
   14.975043      1.461060         2.832815e-12           3.376290e-12           1.038449e-12           1.237674e-12      
   14.975043      1.538940         2.135768e-12           2.889367e-12           7.829265e-13           1.059178e-12      
   14.975043      1.616714         1.587284e-12           2.449213e-12           5.818640e-13           8.978274e-13      
   14.975043      1.694174         1.160027e-12           2.054937e-12           4.252408e-13           7.532946e-13      
   14.975043      1.771110         8.313827e-13           1.705436e-12           3.047669e-13           6.251753e-13      
   14.975043      1.847315         5.824152e-13           1.399254e-12           2.135008e-13           5.129356e-13      
   14.975043      1.922584         3.971580e-13           1.134478e-12           1.455895e-13           4.158745e-13      
   14.975043      1.996714         2.621390e-13           9.086898e-13           9.609447e-14           3.331056e-13      
   14.975043      2.069505         1.660555e-13           7.189780e-13           6.087235e-14           2.635615e-13      
   14.975043      2.140761         9.953580e-14           5.620089e-13           3.648766e-14           2.060201e-13      
   14.975043      2.210289         5.494139e-14           4.341505e-13           2.014032e-14           1.591500e-13      
   14.975043      2.277902         2.618049e-14           3.316257e-13           9.597194e-15           1.215667e-13      
   14.975043      2.343418         8.516964e-15           2.506744e-13           3.122128e-15           9.189173e-14      
   14.975043      2.406661         -1.627439e-15          1.877029e-13           -5.965901e-16          6.880773e-14      
   14.975043      2.467459         -6.872769e-15          1.394041e-13           -2.519414e-15          5.110248e-14      
   14.975043      2.525649         -9.073372e-15          1.028407e-13           -3.326107e-15          3.769914e-14      
