#       k             kp                  V           
   0.722098       14.818211        4.717793e-13      
   0.722098       14.886403        1.743064e-12      
   0.722098       14.938727        4.373268e-12      
   0.722098       14.975043        9.111356e-12      
   0.722098       14.995261        1.696013e-11      
   0.789711       0.001185         -1.191651e+00     
   0.789711       0.006239         -1.191646e+00     
   0.789711       0.015318         -1.191551e+00     
   0.789711       0.028399         -1.191319e+00     
   0.789711       0.045447         -1.190804e+00     
   0.789711       0.066417         -1.189843e+00     
   0.789711       0.091251         -1.188235e+00     
   0.789711       0.119882         -1.185747e+00     
   0.789711       0.152235         -1.182110e+00     
   0.789711       0.188220         -1.177024e+00     
   0.789711       0.227742         -1.170156e+00     
   0.789711       0.270694         -1.161138e+00     
   0.789711       0.316959         -1.149570e+00     
   0.789711       0.366414         -1.135018e+00     
   0.789711       0.418925         -1.117020e+00     
   0.789711       0.474351         -1.095093e+00     
   0.789711       0.532541         -1.068752e+00     
   0.789711       0.593339         -1.037530e+00     
   0.789711       0.656582         -1.001026e+00     
   0.789711       0.722098         -9.589499e-01     
   0.789711       0.789711         -9.111789e-01     
   0.789711       0.859239         -8.578096e-01     
   0.789711       0.930495         -7.991911e-01     
   0.789711       1.003286         -7.359349e-01     
   0.789711       1.077416         -6.688987e-01     
   0.789711       1.152685         -5.991522e-01     
   0.789711       1.228890         -5.279319e-01     
   0.789711       1.305826         -4.565928e-01     
   0.789711       1.383286         -3.865559e-01     
   0.789711       1.461060         -3.192486e-01     
   0.789711       1.538940         -2.560342e-01     
   0.789711       1.616714         -1.981340e-01     
   0.789711       1.694174         -1.465462e-01     
   0.789711       1.771110         -1.019751e-01     
   0.789711       1.847315         -6.478019e-02     
   0.789711       1.922584         -3.495650e-02     
   0.789711       1.996714         -1.215059e-02     
   0.789711       2.069505         4.287843e-03      
   0.789711       2.140761         1.522674e-02      
   0.789711       2.210289         2.165708e-02      
   0.789711       2.277902         2.459735e-02      
   0.789711       2.343418         2.501033e-02      
   0.789711       2.406661         2.374141e-02      
   0.789711       2.467459         2.148270e-02      
   0.789711       2.525649         1.876191e-02      
   0.789711       2.581075         1.595115e-02      
   0.789711       2.633586         1.328882e-02      
   0.789711       2.683041         1.090797e-02      
   0.789711       2.729306         8.865130e-03      
   0.789711       2.772258         7.166143e-03      
   0.789711       2.811780         5.786855e-03      
   0.789711       2.847765         4.688296e-03      
   0.789711       2.880118         3.826864e-03      
   0.789711       2.908749         3.160482e-03      
   0.789711       2.933583         2.651861e-03      
   0.789711       2.954553         2.269824e-03      
   0.789711       2.971601         1.989493e-03      
   0.789711       2.984682         1.791886e-03      
   0.789711       2.993761         1.663293e-03      
   0.789711       2.998815         1.594650e-03      
   0.789711       3.004739         1.516815e-03      
   0.789711       3.024957         1.271665e-03      
   0.789711       3.061273         9.046373e-04      
   0.789711       3.113597         5.172371e-04      
   0.789711       3.181789         2.050138e-04      
   0.789711       3.265666         1.995391e-05      
   0.789711       3.365002         -4.568720e-05     
   0.789711       3.479529         -4.126751e-05     
   0.789711       3.608938         -1.861504e-05     
   0.789711       3.752880         -4.105339e-06     
   0.789711       3.910968         2.511276e-07      
   0.789711       4.082775         4.452078e-07      
   0.789711       4.267838         1.206566e-07      
   0.789711       4.465657         9.733713e-09      
   0.789711       4.675701         -1.840302e-09     
   0.789711       4.897402         -4.448424e-10     
   0.789711       5.130163         -1.541883e-11     
   0.789711       5.373356         3.311043e-12      
   0.789711       5.626327         2.313612e-13      
   0.789711       5.888392         -8.249944e-15     
   0.789711       6.158845         -6.794625e-16     
   0.789711       6.436958         1.181400e-17      
   0.789711       6.721980         6.191164e-19      
   0.789711       7.013143         -1.077011e-20     
   0.789711       7.309662         -1.378452e-22     
   0.789711       7.610739         3.259062e-24      
   0.789711       7.915560         -6.076981e-27     
   0.789711       8.223305         -1.806035e-28     
   0.789711       8.533144         1.138650e-30      
   0.789711       8.844241         -1.497423e-33     
   0.789711       9.155759         -4.292490e-36     
   0.789711       9.466856         1.914033e-38      
   0.789711       9.776695         -8.354328e-41     
   0.789711       10.084440        3.380132e-43      
   0.789711       10.389261        -7.651821e-46     
   0.789711       10.690338        8.639732e-49      
   0.789711       10.986857        -1.906838e-52     
   0.789711       11.278020        -2.586103e-52     
   0.789711       11.563042        -1.203589e-49     
   0.789711       11.841155        -2.505709e-47     
   0.789711       12.111608        3.391805e-44      
   0.789711       12.373673        5.929215e-41      
   0.789711       12.626644        5.729006e-38      
   0.789711       12.869837        3.997966e-35      
   0.789711       13.102598        2.088532e-32      
   0.789711       13.324299        8.099922e-30      
   0.789711       13.534343        2.282188e-27      
   0.789711       13.732162        4.552453e-25      
   0.789711       13.917225        6.262927e-23      
   0.789711       14.089032        5.799660e-21      
   0.789711       14.247120        3.534669e-19      
   0.789711       14.391062        1.395343e-17      
   0.789711       14.520471        3.514867e-16      
   0.789711       14.634998        5.572083e-15      
   0.789711       14.734334        5.789281e-14      
   0.789711       14.818211        3.652599e-13      
   0.789711       14.886403        1.349673e-12      
   0.789711       14.938727        3.386699e-12      
   0.789711       14.975043        7.057039e-12      
   0.789711       14.995261        1.313817e-11      
   0.859239       0.001185         -1.094989e+00     
   0.859239       0.006239         -1.094985e+00     
   0.859239       0.015318         -1.094906e+00     
   0.859239       0.028399         -1.094715e+00     
   0.859239       0.045447         -1.094293e+00     
   0.859239       0.066417         -1.093502e+00     
   0.859239       0.091251         -1.092180e+00     
   0.859239       0.119882         -1.090133e+00     
   0.859239       0.152235         -1.087140e+00     
   0.859239       0.188220         -1.082952e+00     
   0.859239       0.227742         -1.077289e+00     
   0.859239       0.270694         -1.069844e+00     
   0.859239       0.316959         -1.060276e+00     
   0.859239       0.366414         -1.048212e+00     
   0.859239       0.418925         -1.033244e+00     
   0.859239       0.474351         -1.014937e+00     
   0.859239       0.532541         -9.928313e-01     
   0.859239       0.593339         -9.664660e-01     
   0.859239       0.656582         -9.354022e-01     
   0.859239       0.722098         -8.992678e-01     
   0.859239       0.789711         -8.578096e-01     
   0.859239       0.859239         -8.109518e-01     
   0.859239       0.930495         -7.588487e-01     
   0.859239       1.003286         -7.019181e-01     
   0.859239       1.077416         -6.408484e-01     
   0.859239       1.152685         -5.765780e-01     
